1 1994 
2 1996 
3 1999 
4 1996 
5 1998 
6 1999 
7 1996 
8 1999 
9 2089 
10 2010 
11 1949 
12 2043 
13 1850 
14 1819 
15 2385 
16 1680 
17 1762 
18 2409 
19 1648 
20 1956 
21 2070 
22 1926 
23 2065 
24 2010 
25 1915 
26 2115 
27 1926 
28 1892 
29 2119 
30 1883 
31 1931 
32 2028 
33 2430 
34 1317 
35 2619 
36 1861 
37 1770 
38 2533 
39 1426 
40 2482 
41 1773 
42 1897 
43 2129 
44 2004 
45 1837 
46 1980 
47 2000 
48 1973 
49 2103 
50 1910 
51 2007 
52 2107 
53 1974 
54 1961 
55 1969 
56 2015 
57 1838 
58 2344 
59 1787 
60 1973 
61 2425 
62 1775 
63 1731 
64 2162 
65 2079 
66 1858 
67 1964 
68 2315 
69 1699 
70 2108 
71 2185 
72 1911 
73 1941 
74 2275 
75 1605 
76 2197 
77 2319 
78 1563 
79 2336 
80 2308 
81 1687 
82 2043 
83 2023 
84 2058 
85 1547 
86 2237 
87 1929 
88 1757 
89 2290 
90 1663 
91 2331 
92 1468 
93 2393 
94 2047 
95 1655 
96 2312 
97 1968 
98 2003 
99 1916 
100 2116 
101 1967 
102 2098 
103 1979 
104 1978 
105 1971 
106 2000 
107 1972 
108 2004 
109 2007 
