1 1975 
2 1970 
3 1969 
4 1966 
5 1981 
6 1971 
7 1971 
8 1963 
9 1987 
10 1973 
11 1979 
12 1953 
13 1993 
14 1999 
15 1983 
16 1968 
17 1951 
18 1971 
19 1946 
20 2008 
21 2053 
22 1675 
23 2005 
24 2285 
25 1677 
26 1993 
27 2357 
28 1671 
29 1749 
30 2265 
31 1927 
32 1933 
33 1912 
34 1973 
35 1860 
36 1969 
37 1943 
38 1935 
39 1961 
40 1955 
41 1917 
42 1911 
43 2085 
44 2123 
45 1634 
46 2050 
47 2217 
48 1753 
49 1781 
50 2274 
51 1849 
52 1695 
53 2095 
54 1973 
55 1959 
56 1968 
57 1924 
58 1974 
59 1993 
60 1879 
61 1999 
62 1930 
63 1921 
64 1971 
65 1911 
66 1931 
67 1955 
68 1966 
69 1951 
70 1951 
71 1961 
72 1986 
73 2001 
74 1959 
75 1960 
76 1789 
77 2069 
78 2018 
79 1668 
80 2058 
81 1938 
82 1922 
83 2005 
84 1883 
85 2071 
86 1882 
87 1984 
88 1934 
89 1928 
90 2021 
91 1879 
92 1982 
93 1891 
94 1995 
95 1945 
96 1959 
97 2297 
98 1954 
99 1999 
100 1951 
101 2010 
102 1947 
103 1991 
104 2008 
105 2002 
106 1971 
107 1973 
108 1971 
109 1974 
